RptName,TimeStart,Status,UserName
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #14,9/26/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #11,9/26/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #3,9/26/2014,SP-Error,SQLSYSTEM
Report #11,9/26/2014,rsProcessingAborted,SQLSYSTEM
Report #1,9/26/2014,SP-Error,SQLSYSTEM
Report #11,9/26/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #11,9/25/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #3,9/25/2014,SP-Error,SQLSYSTEM
Report #11,9/25/2014,rsProcessingAborted,SQLSYSTEM
Report #1,9/25/2014,SP-Error,SQLSYSTEM
Report #11,9/25/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #14,9/24/2014,rsProcessingAborted,David
Report #14,9/24/2014,rsProcessingAborted,David
Report #14,9/24/2014,rsProcessingAborted,David
Report #14,9/24/2014,rsProcessingAborted,David
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #11,9/24/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #3,9/24/2014,SP-Error,SQLSYSTEM
Report #11,9/24/2014,rsProcessingAborted,SQLSYSTEM
Report #1,9/24/2014,SP-Error,SQLSYSTEM
Report #11,9/24/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #11,9/23/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #10,9/23/2014,rsProcessingAborted,Bill
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #3,9/23/2014,SP-Error,SQLSYSTEM
Report #11,9/23/2014,rsProcessingAborted,SQLSYSTEM
Report #1,9/23/2014,SP-Error,SQLSYSTEM
Report #11,9/23/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #10,9/22/2014,rsAccessDenied,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #10,9/22/2014,rsAccessDenied,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #11,9/22/2014,rsProcessingAborted,SQLSYSTEM
Report #10,9/22/2014,rsAccessDenied,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #14,9/22/2014,rsProcessingAborted,Bill
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #3,9/22/2014,SP-Error,SQLSYSTEM
Report #11,9/22/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/22/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #11,9/21/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #3,9/21/2014,SP-Error,SQLSYSTEM
Report #11,9/21/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/21/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #11,9/20/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #3,9/20/2014,SP-Error,SQLSYSTEM
Report #11,9/20/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/20/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #13,9/19/2014,rsProcessingAborted,David
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #11,9/19/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #10,9/19/2014,rsProcessingAborted,Bill
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #3,9/19/2014,SP-Error,SQLSYSTEM
Report #11,9/19/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/19/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/19/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #14,9/18/2014,rsProcessingAborted,David
Report #14,9/18/2014,rsProcessingAborted,David
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #14,9/18/2014,rsProcessingAborted,David
Report #11,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #14,9/18/2014,rsProcessingAborted,David
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #11,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/18/2014,SP-Error,SQLSYSTEM
Report #11,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/18/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #8,9/17/2014,rsProcessingAborted,Bill
Report #8,9/17/2014,rsProcessingAborted,Bill
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #11,9/17/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #14,9/17/2014,rsProcessingAborted,David
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #3,9/17/2014,SP-Error,SQLSYSTEM
Report #11,9/17/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/17/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/17/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #10,9/16/2014,rsProcessingAborted,Bill
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #11,9/16/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #3,9/16/2014,SP-Error,SQLSYSTEM
Report #11,9/16/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/16/2014,rsProcessingAborted,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #3,9/15/2014,SP-Error,SQLSYSTEM
Report #10,9/15/2014,rsAccessDenied,SQLSYSTEM
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #10,9/15/2014,rsAccessDenied,SQLSYSTEM
Report #10,9/15/2014,rsProcessingAborted,Bob
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #10,9/15/2014,rsAccessDenied,SQLSYSTEM
Report #12,9/15/2014,rsProcessingAborted,Bob
Report #12,9/15/2014,rsProcessingAborted,Bob
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/15/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/14/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/14/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/14/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/13/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/13/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/13/2014,rsProcessingAborted,SQLSYSTEM
Report #9,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/12/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/11/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/11/2014,rsProcessingAborted,Bill
Report #11,9/11/2014,rsProcessingAborted,Bill
Report #11,9/11/2014,rsProcessingAborted,Bill
Report #11,9/11/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/11/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/11/2014,rsProcessingAborted,SQLSYSTEM
Report #10,9/10/2014,rsProcessingAborted,David
Report #14,9/10/2014,rsHttpRuntimeClientDisconnectionError,Bill
Report #10,9/10/2014,rsProcessingAborted,David
Report #10,9/10/2014,rsProcessingAborted,David
Report #11,9/10/2014,rsProcessingAborted,Bill
Report #11,9/10/2014,rsProcessingAborted,Bill
Report #11,9/10/2014,rsProcessingAborted,Bill
Report #11,9/10/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/10/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/10/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/10/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/10/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/9/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/9/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/9/2014,rsProcessingAborted,SQLSYSTEM
Report #14,9/9/2014,SP-Error,SQLSYSTEM
Report #14,9/9/2014,SP-Error,SQLSYSTEM
Report #9,9/8/2014,rsProcessingAborted,Bob
Report #9,9/8/2014,rsProcessingAborted,Bob
Report #9,9/8/2014,rsProcessingAborted,Bob
Report #10,9/8/2014,rsAccessDenied,SQLSYSTEM
Report #14,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #10,9/8/2014,rsAccessDenied,SQLSYSTEM
Report #10,9/8/2014,rsAccessDenied,SQLSYSTEM
Report #11,9/8/2014,rsProcessingAborted,Bob
Report #12,9/8/2014,rsProcessingAborted,Bob
Report #12,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #13,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/8/2014,rsProcessingAborted,SQLSYSTEM
Report #14,9/8/2014,SP-Error,SQLSYSTEM
Report #14,9/8/2014,SP-Error,SQLSYSTEM
Report #11,9/7/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/7/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/7/2014,rsProcessingAborted,SQLSYSTEM
Report #12,9/7/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/7/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/6/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/6/2014,rsProcessingAborted,SQLSYSTEM
Report #11,9/6/2014,rsProcessingAborted,SQLSYSTEM
Report #2,9/2/2014,SP-Error,SQLSYSTEM
Report #14,9/1/2014,SP-Error,SQLSYSTEM
Report #14,9/1/2014,SP-Error,SQLSYSTEM
